CUSIP, Count, Funded Year, Purchase
91282CDC2,18
91282CFR7,20
91282CJH5,21
91282CLV1,22
912828Z37,75
91282CCM1,78
91282CEZ0,85
91282CHP9,89
91282CLE9,93
91282CML2,525
912810QF8,74
912810QP6,76
912810QV3,80
912810RA8,82
912810RF7,84
912810RL4,86
912810RR1,87
912810RW0,89
912810SB5,92
912810SG4,95
912810SM1,98
